Generation number,Total number of allele,Diversity,Activity,Time,Fertility rate,2 DSB on one site rate,No DSB rate,No symmetrical sites (binding + DSB) rate,q,,"0,944800765999996"
6820,7,"2,20029","0,912979","1,92614","0,925926","0,0453704","0,00277778","0,0259259","0,00731106",,
6830,6,"2,21999","0,915963","1,91569","0,94162","0,0348399","0,00282486","0,0207156","0,00735761",,
6840,7,"2,32879","0,91167","1,89402","0,944733","0,028342","0,0028342","0,0240907","0,00708385",,
6850,6,"2,53029","0,907971","1,88496","0,953743","0,0286123","0,00143062","0,0162136","0,00720071",,
6860,6,"2,96801","0,901949","1,95287","0,938086","0,0356473","0,00187617","0,0243902","0,00691549",,
6870,7,2634,"0,901706","1,89981","0,948767","0,0298861","0,000948767","0,0203985","0,00716094",,
6880,4,"2,43808","0,896923","1,87637","0,943841","0,0344502","0,00330345","0,0184049","0,00716648",,
6890,5,"2,55431","0,902321","1,89491","0,95511","0,0253104","0,000477555","0,0191022","0,00707215",,
6900,6,"2,73476","0,89802","1,92069","0,934579","0,0406542","0,00280374","0,0219626","0,0070329",,
6910,6,"2,56994","0,893889","1,89113","0,936768","0,0384075","0,00374707","0,0210773","0,00729029",,
6920,6,"2,55228","0,893706","1,88673","0,940291","0,038552","0,000940291","0,0202163","0,00720167",,
6930,5,"2,4901","0,891912","1,86693","0,948317","0,0336652","0,00237079","0,0156472","0,00723381",,
6940,5,"2,41431","0,885847","1,86527","0,94518","0,0335539","0,00094518","0,0203214","0,007299",,
6950,8,"2,61617","0,881017","1,87728","0,937207","0,0346767","0,00234302","0,0257732","0,0071559",,
6960,6,"2,44598","0,880364","1,84762","0,944733","0,0307038","0,00519603","0,019367","0,00715836",,
6970,6,"2,3317","0,879345","1,83384","0,946522","0,0288689","0,00378609","0,0208235","0,00747473",,
6980,7,"2,32759","0,87613","1,84599","0,94697","0,0345644","0,00189394","0,016572","0,0073874",,
6990,6,2543,"0,880022","1,89633","0,951475","0,0256898","0,00142721","0,0214082","0,00711487",,
7000,7,"2,58915","0,877058",1884,"0,940291","0,0333803","0,00329102","0,0230371","0,0071533",,
7010,7,"2,34194","0,872783","1,83514","0,940734","0,0343368","0,00470367","0,0202258","0,00735292",,
7020,7,"2,44669","0,873101","1,8857","0,944287","0,0288008","0,00236072","0,0245515","0,00715986",,
7030,8,"2,44596","0,864218","1,84627","0,934579","0,0378505","0,00280374","0,0247664","0,00718966",,
7040,7,"2,57901","0,861734","1,86977","0,941176","0,0376471",0,"0,0211765","0,00744558",,
7050,7,"2,66331","0,862587","1,88982","0,948317","0,0293978","0,00284495","0,0194405","0,00726246",,
7060,6,"2,71886","0,858915","1,90394","0,938967","0,0380282","0,000938967","0,0220657","0,00697964",,
7070,6,"3,09812","0,858276","1,93674","0,938967","0,0333333","0,0028169","0,0248826","0,00683201",,
7080,8,"3,13371","0,853053","1,91939","0,943396","0,0316038","0,000943396","0,0240566","0,00691321",,
7090,6,"3,39321","0,86026","1,95403","0,93985","0,0352444","0,00140977","0,0234962","0,00687405",,
7100,6,"3,41118","0,856344","1,92025","0,948317","0,0331911","0,00189663","0,0165955","0,00679024",,
7110,9,"3,62766","0,858434","1,96598","0,937207","0,0328022","0,000937207","0,0290534","0,00671784",,
7120,8,"3,85811","0,865263","1,95346","0,944733","0,0292867","0,0014171","0,0245631","0,00685757",,
7130,7,"3,46746","0,861846","1,93742","0,94162","0,0306026","0,00282486","0,0249529","0,00676417",,
7140,8,"3,75999","0,86148","2,0311","0,944733","0,0259802","0,00236183","0,0269249","0,0068658",,
7150,6,"3,87954","0,858562","2,11331","0,938527","0,0314406","0,00140779","0,0286251","0,00644145",,
7160,6,"3,62854","0,862852","2,07817","0,926355","0,0347383","0,00324224","0,0356647","0,00682664",,
7170,6,"3,70473","0,857562","1,96365","0,94162","0,029661","0,00188324","0,0268362","0,00674593",,
7180,6,"3,70552","0,864759","1,98953","0,944733","0,0288144","0,00236183","0,0240907","0,00662",,
7190,6,"3,80471","0,867191","1,97832","0,940291","0,0352609","0,00235073","0,0220969","0,00675927",,
7200,6,"3,80156","0,868765","2,04605","0,94162","0,0315443","0,0047081","0,0221281","0,00656132",,
7210,6,"3,70794","0,86635","1,99111","0,936768","0,0323185","0,00140515","0,0295082","0,00681872",,
7220,7,"3,75808","0,869348","2,01199","0,937207","0,0365511","0,000937207","0,0253046","0,00687999",,
7230,8,"4,02578","0,873463","2,00176","0,94162","0,0348399","0,00188324","0,0216573","0,0066542",,
7240,7,"4,26413","0,874257","2,04119","0,94518","0,0274102","0,00519849","0,0222117","0,0066668",,
7250,7,"4,28347","0,871633","2,00892","0,954198","0,0267176","0,000477099","0,0186069","0,00665771",,
7260,6,"3,82919","0,868435","2,00384","0,948317","0,0312945","0,00237079","0,018018","0,00683498",,
7270,7,"4,10361","0,866531","2,02437","0,940734","0,0305738","0,0014111","0,0272813","0,00662919",,
7280,6,"3,69192","0,865523","2,00624","0,942951","0,0292315","0,00141443","0,0264026","0,00665267",,
7290,6,"3,32749","0,870024",1974,"0,944287","0,0278565","0,00236072","0,0254958","0,00697997",,
7300,8,"3,37062","0,873829","1,97311","0,947418","0,0274751","0,00236855","0,022738","0,00672958",,
7310,7,"3,1535","0,874639","1,94858","0,942507","0,031574","0,00329877","0,0226202","0,00706049",,
7320,10,"3,1553","0,877213","1,93808","0,946522","0,0288689","0,0023663","0,0222433","0,0070102",,
7330,9,"2,96229","0,881087","1,93556","0,944733","0,033538","0,00188947","0,0198394","0,00694351",,
7340,8,"2,9767","0,881597","1,9797","0,94518","0,0307183","0,00330813","0,020794","0,00682173",,
7350,8,"2,94497","0,884269","1,96133","0,938967","0,0338028","0,00469484","0,0225352","0,00702017",,
7360,7,"2,91902","0,886027","1,93994","0,937647","0,0295359","0,00281294","0,0300047","0,00720076",,
7370,8,"3,14453","0,884994","1,95604","0,942951","0,0330033","0,00141443","0,0226308","0,00682314",,
7380,7,"3,39482","0,889787","2,02691","0,938967","0,0380282","0,00422535","0,0187793","0,0067563",,
7390,8,"2,86847","0,897132","1,95343","0,95511","0,0248329","0,00238777","0,0176695","0,00696112",,
7400,8,"3,09853","0,891677","1,97523","0,952381","0,0247619","0,00190476","0,0209524","0,00671242",,
7410,8,"3,52525","0,891156","2,00528","0,940734","0,0348071","0,00235183","0,0221072","0,00672687",,
7420,8,"3,32884","0,88672","1,98292","0,948767","0,0298861","0,00142315","0,0199241","0,00673747",,
7430,8,"3,53985","0,885292","1,98043","0,948317","0,029872","0,00142248","0,0203888","0,00673029",,
7440,7,"3,10922","0,886123","1,96247","0,938086","0,0361163","0,0032833","0,0225141","0,00686142",,
7450,7,"2,98522","0,889004","1,99603","0,951475","0,0285442","0,00190295","0,018078","0,00695789",,
7460,9,"2,50172","0,891338","1,88224","0,944733","0,0292867","0,0028342","0,023146","0,00719623",,
7470,7,"2,3207","0,894776","1,89845","0,94162","0,0338983","0,00047081","0,0240113","0,00725308",,
7480,7,"2,46072","0,89978","1,86205","0,960154","0,0201632","0,00144023","0,0182429","0,00739274",,
7490,7,"2,60234","0,903542","1,95283","0,95057","0,0313688","0,00095057","0,0171103","0,00681557",,
7500,7,"2,76385","0,907221","1,97268","0,942063","0,0334432","0,00282619","0,0216675","0,00724698",,
7510,7,"2,76245","0,90415","1,98148","0,947418","0,0284225","0,00189484","0,0222643","0,00694241",,
7520,8,"3,18906","0,904308","1,99944","0,943841","0,0330345","0,00424729","0,0188768","0,00672504",,
7530,9,"3,19471","0,908001","2,0361","0,943841","0,0316187","0,00141576","0,0231241","0,00668977",,
7540,8,"2,79934","0,910308","1,98086","0,949217","0,0294257","0,00189843","0,0194589","0,00685413",,
7550,7,"2,98","0,912611","2,03611","0,943841","0,0391694","0,00141576","0,0155734","0,00669259",,
7560,9,"3,07608","0,915167","2,02084","0,953289","0,028122","0,00190658","0,0166826","0,00673929",,
7570,8,"2,9594","0,917835","2,02719","0,942507","0,031574","0,00188501","0,0240339","0,00680204",,
7580,7,"3,18277","0,908993","2,04268","0,944733","0,0288144","0,000944733","0,0255078","0,00674362",,
7590,8,"3,27721","0,915312","2,06562","0,944287","0,02644","0,003305","0,0259679","0,00672247",,
7600,7,"3,29523","0,917955","2,05674","0,939408","0,033349","0,00328793","0,0239549","0,00661247",,
7610,9,"3,17236","0,920907","2,10325","0,948767","0,0322581","0,00332068","0,0156546","0,00653935",,
7620,10,"3,26363","0,918243","2,07558","0,942951","0,0358322","0,00282885","0,0183876","0,0065681",,
7630,11,"3,25788","0,914778","2,05265","0,949217","0,0294257","0,00427148","0,0170859","0,00665878",,
7640,10,"2,87669","0,916438","2,0537","0,937647","0,03188","0,00328176","0,0271917","0,00674147",,
7650,10,"2,91188","0,916474","2,01595","0,954654","0,0257757","0,00143198","0,0181384","0,00669999",,
7660,10,"3,06648","0,922011","2,08307","0,953289","0,0285987","0,00142993","0,0166826","0,00646523",,
7670,7,"3,06044","0,92069","2,0418","0,952381","0,027619","0,00238095","0,017619","0,00681488",,
7680,8,"3,18943","0,923657","2,06624","0,951928","0,025702","0,00237982","0,0199905","0,00676366",,
7690,7,"3,28069","0,928624","2,10555","0,94162","0,0310734","0,00659134","0,0207156","0,00651969",,
7700,7,"3,4403","0,934148","2,09675","0,947418","0,0317385","0,00378967","0,0170535","0,00664239",,
7710,8,"3,5218","0,932397","2,11118","0,947418","0,0307911","0,00236855","0,0194221","0,00638317",,
7720,9,"3,59567","0,932614","2,28792","0,949217","0,0294257","0,00237304","0,0189843","0,00639151",,
7730,8,"3,60026","0,931501","2,13442","0,952381","0,0314286","0,00285714","0,0133333","0,00642076",,
7740,8,"3,47211","0,929353","2,11324","0,94518","0,0302457","0,00141777","0,0231569","0,00661487",,
7750,9,"3,16649","0,92273","2,06527","0,947418","0,0274751","0,00284225","0,0222643","0,00670546",,
7760,7,"3,12816","0,919723","2,08157","0,948317","0,0251304","0,00284495","0,0237079","0,00635775",,
7770,7,"3,16648","0,919484","2,07069","0,949668","0,025641","0,002849","0,0218424","0,00650283",,
7780,6,"3,35573","0,922646","2,08372","0,942507","0,0344015","0,00188501","0,0212064","0,00649538",,
7790,7,"3,57498","0,925334","2,10607","0,954654","0,0281623","0,00286396","0,0143198","0,00637577",,
7800,6,"3,41961","0,924656","2,08089","0,951022","0,0309082","0,00285307","0,0152164","0,00644581",,
7810,7,"3,42874","0,925253","2,08417","0,948767","0,0308349","0,00426945","0,016129","0,00657475",,
7820,7,"3,39593","0,924384","2,19382","0,940291","0,0305595","0,00329102","0,025858","0,00623912",,
7830,6,"3,4886","0,928889","2,26878","0,951475","0,0256898","0,000475737","0,0223597","0,006243",,
7840,6,"3,57033","0,932846","2,12171","0,939408","0,0352278","0,00281822","0,0225458","0,00645849",,
7850,6,"3,41059","0,931646","2,3869","0,94518","0,0302457","0,00236295","0,0222117","0,00657921",,
7860,5,"3,30117","0,928989","2,07192","0,951475","0,0299715","0,000951475","0,0176023","0,00634629",,
7870,5,"2,9833","0,932308","2,03845","0,94518","0,0321361","0,00614367","0,0165406","0,00666704",,
7880,6,"3,08303","0,933706","2,0979","0,948767","0,0265655","0,00142315","0,0232448","0,00651848",,
7890,5,"2,71743","0,939349","2,00791","0,952835","0,03192","0,00238209","0,0128633","0,00673309",,
7900,8,"2,6618","0,936099","2,01698","0,95057","0,0270913","0,00522814","0,0171103","0,00676494",,
7910,6,"2,48146","0,93593",2023,"0,945626","0,0335697","0,00141844","0,0193853","0,00675135",,
7920,5,"2,13861","0,939759","1,93612","0,955566","0,0301003","0,00143335","0,0129001","0,00702974",,
7930,5,"2,17877","0,937128","1,98664","0,942063","0,0320301","0,00282619","0,0230805","0,00713643",,
7940,6,"2,10695","0,939587","1,94584","0,947418","0,0341071","0,00189484","0,0165798","0,00720726",,
7950,6,"2,00916","0,938444","1,9363","0,942951","0,0367751","0,00330033","0,0169731","0,00729505",,
7960,6,"2,16287","0,937864","1,95303","0,953289","0,0276454","0,00238322","0,0166826","0,00718441",,
7970,7,"2,20942","0,937096","1,95211","0,958773","0,0258869","0,00191755","0,0134228","0,00693279",,
7980,6,"2,11715","0,932431","1,94602","0,947867","0,0331754","0,00331754","0,0156398","0,0071637",,
7990,6,"2,21183","0,934524","1,95465","0,953743","0,0309967","0,000953743","0,0143062","0,00719853",,
8000,6,"2,56164","0,933801","2,08392","0,94697","0,0274621","0,00236742","0,0232008","0,00680367",,
8010,8,"2,90491","0,931736","2,0567","0,945626","0,03026","0,00378251","0,020331","0,00648042",,
8020,7,"2,97885","0,933629","2,03226","0,960615","0,024976","0,000960615","0,0134486","0,00657671",,
8030,8,"2,79666","0,930522","2,05191","0,93985","0,031015","0,00281955","0,0263158","0,00674157",,
8040,8,2737,"0,931159","2,07028","0,954654","0,0257757","0,00572792","0,0138425","0,00645537",,
8050,8,"2,6414","0,931683","1,98119","0,95057","0,0289924","0,003327","0,0171103","0,00686867",,
8060,9,"2,76581","0,931796","2,03239","0,946074","0,0245979","0,00473037","0,0245979","0,00677577",,
8070,9,"2,81283","0,932183","2,01832","0,95057","0,0280418","0,00190114","0,0194867","0,00680913",,
8080,10,"2,80741","0,930981","2,01911","0,959693","0,0220729","0,00143954","0,0167946","0,00672135",,
8090,9,"2,95791","0,928909","2,08866","0,948317","0,0312945","0,00142248","0,0189663","0,00650527",,
8100,8,"2,81543","0,924105","2,04364","0,95057","0,0280418","0,00237643","0,0190114","0,00677877",,
8110,9,"2,72152","0,922307","2,00792","0,94518","0,0311909","0,00094518","0,0226843","0,00674595",,
8120,11,"2,88422","0,922759","2,02037","0,948767","0,0308349","0,00189753","0,0185009","0,00663925",,
8130,7,"2,84336","0,920883","2,03038","0,954654","0,0257757","0,00429594","0,0152745","0,00675867",,
8140,6,"2,95636","0,917214","2,05624","0,935016","0,0402057","0,00233754","0,0224404","0,00664341",,
8150,6,"2,90092","0,916666","2,00073","0,949668","0,0303894","0,00189934","0,0180437","0,00678866",,
8160,7,"3,06205","0,917253","2,01282","0,94697","0,0331439","0,00189394","0,0179924","0,00662132",,
8170,6,"3,02947","0,916199","2,05349","0,94518","0,0255198","0,00425331","0,0250473","0,00657224",,
8180,5,"2,78806","0,91249","2,01484","0,94518","0,0293006","0,00283554","0,0226843","0,00679858",,
8190,4,"2,9569","0,913872","2,02649","0,941176","0,0287059","0,00188235","0,0282353","0,00673068",,
8200,4,"3,06478","0,911207","2,04057","0,951475","0,0247383","0,000951475","0,0228354","0,00646102",,
8210,6,"3,12552","0,913151","2,03837","0,949668","0,02849","0,00189934","0,019943","0,00644879",,
8220,5,"3,13679","0,912243","2,0602","0,943396","0,0316038","0,00235849","0,0226415","0,00655829",,
8230,4,"3,46602","0,914274","2,09151","0,953289","0,0257388","0,00190658","0,0190658","0,00665073",,
8240,4,"3,53635","0,912085","2,08603","0,951475","0,027117","0,00237869","0,0190295","0,0064383",,
8250,5,"3,32887","0,907679","2,05565","0,944287","0,0302172","0,000472144","0,0250236","0,00669728",,
8260,5,"3,10583","0,903687","2,02899","0,942507","0,0386428","0,000942507","0,0179076","0,00653639",,
8270,6,"2,88008","0,898858","1,99606","0,954198","0,0252863","0,000954198","0,0195611","0,00666565",,
8280,7,"2,64359","0,894511","2,00845","0,947418","0,0336333","0,00189484","0,0170535","0,00700736",,
8290,5,"2,77664","0,894088","1,9995","0,942951","0,0363036","0,000942951","0,019802","0,00684517",,
8300,5,"2,74145","0,890741","1,98436","0,938967","0,0319249","0,00375587","0,0253521","0,00685254",,
8310,5,"2,7295","0,886032","1,97238","0,950119","0,0280285","0,000475059","0,0213777","0,00684147",,
8320,5,"2,7391","0,885147","2,0562","0,95057","0,0280418","0,00190114","0,0194867","0,00677763",,
8330,5,"2,78002","0,883047","1,97124","0,949217","0,0332226","0,000949217","0,0166113","0,00680445",,
8340,5,"2,69668","0,878732","1,97209","0,95057","0,0304183","0,003327","0,0156844","0,00672298",,
8350,4,"2,60826","0,874562","1,92018","0,950119","0,0299287","0,000475059","0,0194774","0,00706491",,
8360,4,"2,45499","0,874034","1,9177","0,955566","0,0253225","0,000955566","0,0181558","0,00706443",,
8370,4,"2,60911","0,873709","2,19174","0,947418","0,0270014","0,00284225","0,022738","0,00697617",,
8380,4,"2,60935","0,872636","2,18728","0,951475","0,0280685","0,0038059","0,0166508","0,00699549",,
8390,6,"2,76706","0,872592","2,22032","0,934579","0,0364486","0,00186916","0,0271028","0,00683528",,
8400,5,"2,68949","0,868316","2,18474","0,948317","0,0251304","0,00237079","0,0241821","0,00695922",,
8410,5,"2,53599","0,866445","2,13243","0,947418","0,0336333","0,00378967","0,0151587","0,00706657",,
8420,6,"2,47346","0,863286","2,2402","0,940291","0,0282087","0,000470146","0,0310296","0,00710679",,
8430,6,"2,77587","0,86467","2,26056","0,93633","0,0327715","0,00374532","0,0271536","0,00687822",,
8440,6,"2,74798","0,86312","2,26171","0,935891","0,0383715","0,000935891","0,0248011","0,00708528",,
8450,6,"2,96002","0,863852","2,25147","0,946074","0,0331126",0,"0,0208136","0,00686442",,
8460,4,"2,92061","0,858478","2,38266","0,935454","0,0318054","0,00187091","0,03087","0,00691542",,
8470,4,"2,91975","0,854347","2,0135","0,932401","0,0363636","0,004662","0,0265734","0,00681287",,
8480,5,"2,90437","0,852254","1,98675","0,937647","0,029067","0,00187529","0,0314112","0,00683365",,
8490,4,"2,90514","0,849139","1,87196","0,951022","0,0280552","0,00285307","0,0180694","0,00702564",,
8500,4,"2,91727","0,847002","1,92592","0,936768","0,0346604","0,00140515","0,0271663","0,00684611",,
8510,4,"2,79216","0,841608","1,94724","0,937207","0,0313964","0,00328022","0,0281162","0,00694439",,
8520,6,"2,82962","0,839977","1,96019","0,928936","0,036693","0,00325128","0,0311194","0,00704774",,
8530,6,"2,78023","0,839371","1,89322","0,944287","0,0302172","0,003305","0,0221907","0,0070735",,
8540,5,"2,67654","0,834152","2,39643","0,938967","0,0323944","0,00140845","0,02723","0,00681598",,
8550,7,"2,67431","0,833747","2,26438","0,946074","0,0331126","0,000946074","0,0198675","0,00710683",,
8560,4,"2,59978","0,829135","2,29131","0,942951","0,02876","0,00471476","0,0235738","0,00704876",,
8570,4,"2,42309","0,822958","2,19911","0,938086","0,0333021","0,00187617","0,0267355","0,00733391",,
8580,3,"2,43747","0,820715","2,27211","0,93633","0,0351124","0,00093633","0,0276217","0,00710441",,
8590,3,"2,32915","0,815018","2,19251","0,930233","0,0325581","0,00465116","0,0325581","0,00744826",,
8600,5,"2,41117","0,813137","2,26115","0,932836","0,0345149","0,00139925","0,03125","0,00744413",,
8610,4,"2,39065","0,81099","2,17541","0,938527","0,0361333","0,00281558","0,0225246","0,00747549",,
8620,5,"2,44812","0,814262","2,18971","0,932836","0,0387127","0,00139925","0,0270522","0,00753272",,
8630,5,"2,59598","0,820813","2,28799","0,931099","0,0363128","0,00325885","0,0293296","0,00728528",,
8640,6,"2,23568","0,809431",1903,"0,932401","0,0386946","0,0032634","0,025641","0,0077085",,
8650,5,"2,17618","0,810217","1,79239","0,9298","0,041841","0,0027894","0,0255695","0,00766168",,
8660,6,"2,08079","0,804742","1,79907","0,9298","0,0427708","0,0023245","0,0251046","0,0080644",,
8670,8,"2,40251","0,814496","1,82857","0,934143","0,0331621","0,0032695","0,0294255","0,00755005",,
8680,6,"2,58709","0,820471","1,92326","0,928936","0,0399443","0,00278681","0,0283326","0,00755011",,
8690,7,"2,58395","0,824686","1,88467","0,942507","0,0311027","0,000942507","0,0254477","0,00736978",,
8700,7,"3,05589","0,830263","1,97467","0,933271","0,0391974","0,00186654","0,025665","0,00715452",,
8710,6,"3,20387","0,836655","1,97472","0,932836","0,0345149","0,000932836","0,0317164","0,00694197",,
8720,6,"3,27529","0,848114","2,04244","0,942951","0,0320603","0,00377181","0,0212164","0,00695606",,
8730,6,"3,40073","0,86052","2,03149","0,95511","0,0200573","0,00143266","0,0234002","0,00688069",,
8740,7,"3,27685","0,86057","2,70407","0,952835","0,0266794","0,00190567","0,0185803","0,00693472",,
8750,6,"3,3369","0,857973","2,21947","0,935891","0,0355639","0,000935891","0,0276088","0,00704078",,
8760,8,"3,35987","0,867061","2,18298","0,952835","0,028585","0,00190567","0,0166746","0,007022",,
8770,7,"3,08106","0,868559","2,0085","0,946074","0,0354778","0,00236518","0,0160833","0,00697539",,
8780,6,"3,06034","0,866195","1,94906","0,938967","0,0333333","0,00328638","0,0244131","0,0069443",,
8790,7,"2,86972","0,87003","1,91262","0,934579","0,035514","0,00420561","0,0257009","0,00720275",,
8800,6,"2,74784","0,872969","1,87987","0,944733","0,0311762","0,0014171","0,0226736","0,00719844",,
8810,6,"2,67481","0,883023","1,8972","0,943841","0,0316187","0,00141576","0,0231241","0,0071686",,
8820,7,"2,96542","0,871132","1,91924","0,947418","0,0279488","0,000947418","0,0236855","0,00690406",,
8830,5,"3,01456","0,875673","1,86376","0,956023","0,0262906","0,00191205","0,0157744","0,00733243",,
8840,6,"2,9581","0,878774","1,91671","0,94162","0,0315443","0,00282486","0,0240113","0,00710377",,
8850,6,"2,76793","0,890109","1,91066","0,942951","0,0315889","0,00235738","0,0231023","0,00717344",,
8860,7,"2,83828","0,902495","1,95178","0,942507","0,035344","0,00282752","0,0193214","0,00715661",,
8870,6,"2,6417","0,894654","1,92888","0,94162","0,0291902","0,00282486","0,0263653","0,0072487",,
8880,7,"2,30623","0,902937","1,83684","0,952381","0,0266667","0,00380952","0,0171429","0,00753849",,
8890,6,"2,47539","0,892136","1,87759","0,94518","0,0311909","0,00283554","0,020794","0,00723399",,
8900,6,"2,46571","0,895506","1,89097","0,94518","0,0302457","0,00425331","0,0203214","0,00732169",,
8910,5,"2,27803","0,905978","1,86243","0,949668","0,0327635","0,000474834","0,017094","0,00731168",,
8920,6,"2,07943","0,91112","1,9087","0,936768","0,0412178","0,000936768","0,0210773","0,007366",,
8930,5,"2,14365","0,907665","1,85283","0,943396","0,0334906","0,00330189","0,0198113","0,00756955",,
8940,5,"2,16104","0,905876","1,95516","0,943396","0,0311321","0,00330189","0,0221698","0,00744044",,
8950,5,"2,14314","0,896968","1,81022","0,943396","0,040566","0,00235849","0,0136792","0,00771317",,
8960,4,"2,02284","0,899429","1,84745","0,940734","0,0352775","0,00329257","0,0206961","0,00763332",,
8970,5,"1,89053","0,906274","1,80969","0,943841","0,0302029","0,00283152","0,0231241","0,00769318",,
8980,6,"2,02869","0,905277","1,83131","0,940291","0,0352609","0,00141044","0,0230371","0,00746986",,
8990,4,"2,18785","0,900072","1,8537","0,944733","0,0325933","0,00236183","0,0203118","0,00749049",,
9000,4,"2,18554","0,902847","1,85745","0,944733","0,037317","0,00377893","0,014171","0,00742694",,
9010,5,"2,06504","0,909372","1,84036","0,951022","0,0309082","0,00190204","0,0161674","0,00748797",,
9020,6,"1,92482","0,915753","1,80177","0,951475","0,0275928","0,00190295","0,0190295","0,00767116",,
9030,5,"1,80759","0,919278","1,81093","0,940734","0,0385701","0,0042333","0,0164628","0,00782821",,
9040,4,"1,81511","0,913648","1,77365","0,948767","0,03463","0,000948767","0,0156546","0,00773299",,
9050,4,"1,81193","0,91471","1,83102","0,947418","0,0360019","0,00236855","0,0142113","0,00767159",,
9060,6,"1,80051","0,909978","1,79021","0,94697","0,032197","0,00189394","0,0189394","0,00783681",,
9070,8,"1,69758","0,913768","1,76599","0,948317","0,0331911","0,00284495","0,0156472","0,00794769",,
9080,8,"1,87461","0,906879","1,80973","0,94697","0,0369318","0,00142045","0,014678","0,00784371",,
9090,6,"1,74851","0,904716","1,78216","0,940734","0,0385701","0,0028222","0,0178739","0,00780292",,
9100,6,"1,69923","0,905852","1,74878","0,942063","0,0343853","0,00235516","0,0211964","0,00805999",,
9110,7,"1,70374","0,911844","1,76897","0,937207","0,0398313","0,00140581","0,0215558","0,00807524",,
9120,4,"1,63683","0,910326","1,75115","0,943841","0,0382256","0,000943841","0,0169891","0,00811725",,
9130,4,"1,83323","0,912158","1,80851","0,932836","0,0433769","0,00652985","0,0172575","0,00769448",,
9140,4,"1,83671","0,912596","1,77376","0,944287","0,0321058","0,00283286","0,0207743","0,00792896",,
9150,6,"1,71693","0,910411","1,79105","0,944287","0,0387158","0,00188857","0,0151086","0,0077459",,
9160,7,"1,65824","0,908191","1,74964","0,942063","0,0372115","0,00235516","0,0183702","0,00795028",,
9170,5,"1,62181","0,911012","1,76411","0,943396","0,0367925","0,00330189","0,0165094","0,00775685",,
9180,4,"1,81205","0,906239","1,78514","0,937647","0,0426629","0,00281294","0,0168776","0,00797414",,
9190,5,"1,86357","0,903921","1,78974","0,944287","0,0358829","0,000472144","0,0193579","0,00780798",,
9200,4,"1,76349","0,899501","1,75399","0,947867","0,0350711","0,0028436","0,014218","0,00780727",,
9210,4,"1,88151","0,898193","1,82037","0,93985","0,0413534","0,00328947","0,0155075","0,00757707",,
9220,5,"2,03012","0,893889","1,82946","0,935891","0,0379036","0,00187178","0,0243332","0,00749779",,
9230,5,"2,07764","0,897517","1,85393","0,942507","0,0348728","0,00188501","0,0207352","0,007345",,
9240,5,"2,18174","0,895951","1,82422","0,955566","0,0258003","0,00238892","0,0162446","0,00733827",,
9250,5,"2,23243","0,897618","1,88146","0,943841","0,0353941","0,00424729","0,0165172","0,00720455",,
9260,5,"2,25602","0,900434","1,86947","0,936768","0,0351288","0,00421546","0,0238876","0,00736725",,
9270,5,"2,15742","0,898134","1,8482","0,950119","0,0361045","0,0023753","0,0114014","0,00717825",,
9280,6,"2,08906","0,898964","1,81136","0,947867","0,0327014","0,0014218","0,0180095","0,00752493",,
9290,4,"2,0249","0,899015","1,74942","0,951022","0,0299572","0,00237756","0,0166429","0,00751573",,
9300,3,"1,98145","0,895886","1,73204","0,946522","0,0321817","0,0023663","0,0189304","0,00762726",,
9310,2,"1,98466","0,89571","1,75371","0,935454","0,0430309","0,00187091","0,0196445","0,00756531",,
9320,4,"2,00217","0,893648","1,75984","0,945626","0,0349882","0,00189125","0,0174941","0,00759392",,
9330,3,"2,05963","0,894925","1,76281","0,943396","0,0334906","0,00283019","0,020283","0,00758087",,
9340,5,"2,06586","0,892709","1,74599","0,948767","0,0336812","0,00379507","0,0137571","0,00748373",,
9350,5,"2,14926","0,893735","1,7651","0,936768","0,0407494","0,00140515","0,0210773","0,00761259",,
9360,3,"2,17455","0,894024","1,81911","0,936768","0,0355972","0,00234192","0,0252927","0,00761526",,
9370,3,"2,2009","0,89071","1,79755","0,943396","0,0287736","0,00471698","0,0231132","0,00733868",,
9380,4,"2,16142","0,890235","1,81735","0,936768","0,0398126","0,00187354","0,0215457","0,00721226",,
9390,5,"2,18466","0,889695","1,78454","0,937207","0,0393627","0,00281162","0,0206186","0,0075709",,
9400,4,"2,28354","0,888958","1,79511","0,947418","0,0326859","0,000947418","0,0189484","0,00741331",,
9410,4,"2,25005","0,885837","1,82148","0,942063","0,0334432","0,00188413","0,0226095","0,00729291",,
9420,5,"2,31267","0,883754","1,77127","0,953289","0,0309819","0,000476644","0,0152526","0,00726108",,
9430,4,"2,35188","0,883025","1,8049","0,94162","0,0324859","0,0047081","0,0211864","0,00719157",,
9440,4,"2,58303","0,887772","1,81622","0,943396","0,034434","0,00141509","0,0207547","0,00742649",,
9450,3,"2,6283","0,887387","1,95654","0,93985","0,0286654","0,00234962","0,0291353","0,00712296",,
9460,3,"2,73686","0,888465","1,93192","0,947418","0,0322122","0,000947418","0,0194221","0,00680442",,
9470,4,"2,87733","0,892275","1,98891","0,944733","0,0307038","0,00188947","0,0226736","0,00680525",,
9480,3,"2,71533","0,88537","1,98568","0,938527","0,0394181","0,000938527","0,0211168","0,00681085",,
9490,4,"2,72557","0,881979","1,90548","0,934579","0,0369159","0,00327103","0,0252336","0,00705314",,
9500,4,"2,73821","0,882172","1,89548","0,944733","0,037317","0,0014171","0,0165328","0,0071233",,
