Generation number,Total number of allele,Diversity,Activity,Time,Fertility rate,2 DSB on one site rate,No DSB rate,No symmetrical sites (binding + DSB) rate,,"0,953168904999997"
360,6,"2,05132","0,999226","2,09553","0,950119","0,0289786","0,00617577","0,0147268",,
370,6,"2,14501","0,999151","2,09534","0,950119","0,0332542","0,000950119","0,015677",,
380,7,"2,01107","0,999107","2,06035","0,957854","0,032567","0,000478927","0,00909962",,
390,7,"1,93943","0,998972","2,01182","0,959693","0,0283109","0,000959693","0,0110365",,
400,7,"1,96494","0,998917","2,07659","0,946522","0,0378609","0,0023663","0,0132513",,
410,7,"1,8845","0,999007","2,01381","0,947418","0,0378967","0,00331596","0,011369",,
420,7,"1,96603","0,998981","2,01842","0,953289","0,034795","0,00333651","0,0085796",,
430,7,"2,05643","0,999124","2,02955","0,95057","0,0351711","0,00237643","0,0118821",,
440,7,"1,8905","0,999057","1,99131","0,958773","0,0278044","0,000479386","0,0129434",,
450,6,"2,00412","0,998966","2,05351","0,95511","0,0329513","0,00382044","0,00811843",,
460,7,"2,18086",999,"2,08707","0,96432","0,0274831","0,00096432","0,0072324",,
470,7,"2,05288","0,99889","2,03582","0,954198","0,033874","0,0019084","0,0100191",,
480,7,"1,87388","0,998876","2,1017","0,944287","0,0377715","0,00472144","0,01322",,
490,7,"1,93972","0,998665","2,01958","0,954654","0,0338902","0,000954654","0,0105012",,
500,9,"1,96246","0,998412","2,05626","0,942951","0,0363036","0,00235738","0,0183876",,
510,9,"1,97273","0,998467","2,05485","0,951475","0,0323501","0,0038059","0,0123692",,
520,7,"2,1704","0,998431","2,11264","0,946522","0,0359678","0,000946522","0,0165641",,
530,6,"2,12055","0,99846","2,10797","0,956023","0,0291587","0,00239006","0,0124283",,
540,6,"2,09419","0,998402","2,10314","0,951475","0,0299715","0,00142721","0,0171265",,
550,6,"2,0091","0,998386","2,13107","0,945626","0,0340426","0,00283688","0,0174941",,
560,5,"2,04857","0,998264","2,03558","0,952381","0,0342857","0,00190476","0,0114286",,
570,5,"2,02478","0,998315","2,07831","0,951022","0,0351878","0,000951022","0,0128388",,
580,5,"1,95873","0,99831","2,05695","0,951475","0,0285442","0,00285442","0,0171265",,
590,6,"2,13576","0,998501","2,11594","0,946522","0,0383341","0,00331283","0,0118315",,
600,5,"2,08045","0,998449","2,09943","0,944733","0,0382617","0,00236183","0,0146434",,
610,4,"2,00266","0,998366","2,06307","0,94697","0,03125","0,00426136","0,0175189",,
620,5,"2,04638","0,998347","2,09371","0,942507","0,0409991","0,00235627","0,0141376",,
630,4,"2,06483","0,998244","2,07471","0,94518","0,0382798","0,00236295","0,0141777",,
640,4,"2,1474","0,99838","2,13343","0,960615","0,0254563","0,00336215","0,0105668",,
650,5,"2,10248","0,998209","2,11267","0,952381","0,0295238","0,00285714","0,0152381",,
660,4,"2,02079","0,998224","2,07386","0,957396","0,0282432","0,00287219","0,0114888",,
670,5,"1,96716","0,998083","2,08997","0,951928","0,0337934","0,00142789","0,012851",,
680,6,"2,17022","0,997991","2,11907","0,953289","0,0271687","0,00142993","0,0181125",,
690,5,"2,10902","0,997909","2,07054","0,959233","0,0244604","0,00335731","0,0129496",,
700,5,"1,86385","0,997852","2,03757","0,94518","0,0425331","0,00189036","0,010397",,
710,5,"1,81562","0,997752","2,03817","0,951475","0,0328259","0,00142721","0,0142721",,
720,5,"1,91409","0,997784","2,04477","0,961538","0,0278846","0,00288462","0,00769231",,
730,6,"1,8659","0,997708","2,00037","0,962001","0,025974","0,001924","0,010101",,
740,5,"1,90846","0,997569","2,05112","0,953743","0,0324273","0,000953743","0,0128755",,
750,6,"1,98799","0,997544","2,06788","0,954198","0,0310115","0,0023855","0,0124046",,
760,6,"1,96024","0,997438","2,0615","0,953289","0,0305052","0,00238322","0,0138227",,
770,7,"1,87017","0,997352","2,01864","0,961538","0,0269231","0,00240385","0,00913462",,
780,8,"2,1094","0,997437","2,10964","0,957396","0,0268071","0,00478698","0,0110101",,
790,8,"2,24034","0,997427","2,1114","0,957396","0,0277645","0,00287219","0,0119674",,
800,8,"2,38023","0,997495","2,14025","0,956938","0,0282297","0,00287081","0,0119617",,
810,10,"2,63183","0,997481","2,18876","0,950119","0,0346793","0,000475059","0,0147268",,
820,9,"2,71702","0,997499","2,22166","0,954654","0,0329356","0,000954654","0,0114558",,
830,8,"2,69796","0,997445","2,19848","0,954654","0,0291169","0,00286396","0,0133652",,
840,10,"3,06892","0,99765","2,34562","0,95057","0,0275665","0,00237643","0,0194867",,
850,8,"2,98275","0,997556","2,2762","0,959693","0,0239923","0,00143954","0,0148752",,
860,8,"2,82776","0,997399","2,26453","0,951475","0,0275928","0,00190295","0,0190295",,
870,8,"2,65251","0,997268","2,21084","0,957854","0,0258621","0,00431034","0,0119732",,
880,8,"2,83135","0,997119","2,27333","0,954198","0,028626","0,00333969","0,0138359",,
890,8,"3,32026","0,997381","2,32502","0,953289","0,0314585","0,00190658","0,013346",,
900,8,"3,07039","0,997146","2,25804","0,959233","0,0273381","0,000479616","0,0129496",,
910,7,"2,35708","0,996465","2,22242","0,956023","0,0272467","0,00191205","0,0148184",,
920,7,"2,48014","0,996434","2,24766","0,949668","0,0332384","0,0014245","0,0156695",,
930,7,"2,78125","0,996368","2,23277","0,954198","0,0305344","0,00333969","0,0119275",,
940,8,"3,10718","0,996659","2,30128","0,956938","0,0272727","0,00143541","0,0143541",,
950,10,"3,29944","0,996807","2,29664","0,956023","0,0282027","0,00334608","0,0124283",,
960,6,"3,01895","0,996307","2,3557","0,945626","0,0345154","0,00141844","0,0184397",,
970,9,"3,48894","0,996518","2,37318","0,950119","0,031829","0,00190024","0,016152",,
980,8,"3,78944","0,996524","2,33754","0,952835","0,0328728","0,00142925","0,0128633",,
990,7,"3,70703","0,996318","2,27721","0,958773","0,0302013","0,000479386","0,0105465",,
1000,6,"3,44826","0,996105","2,35349","0,947418","0,0307911","0,00284225","0,0189484",,
1010,6,"3,34636","0,995886","2,32531","0,966184","0,0198068","0,00193237","0,0120773",,
1020,6,"3,31199","0,995976","2,30595","0,957854","0,0225096","0,00239464","0,0172414",,
1030,5,"3,42662","0,996063","2,36159","0,943396","0,0311321","0,00188679","0,0235849",,
1040,7,"3,35207","0,995771","2,34908","0,953743","0,0338579","0,000953743","0,0114449",,
1050,7,"3,13938","0,995486","2,28294","0,953289","0,0309819","0,00190658","0,0138227",,
1060,8,"3,07933","0,99568","2,31531","0,948767","0,0303605","0,00189753","0,0189753",,
1070,5,"2,95543","0,995511","2,34584","0,95648","0,0277379","0,00191296","0,013869",,
1080,6,"2,98698","0,995515","2,30288","0,954198","0,0281489","0,0028626","0,0147901",,
1090,5,"2,74494","0,994965","2,25195","0,946074","0,0359508","0,00141911","0,0165563",,
1100,5,"2,56811","0,994696","2,29124","0,962001","0,022607","0,001924","0,013468",,
1110,5,"2,76486","0,994959","2,2977","0,961076","0,0283518","0,00144161","0,00913023",,
1120,5,"2,77002","0,994926","2,29699","0,957396","0,0282432","0,00382958","0,0105314",,
1130,6,"2,7311","0,994674","2,27554","0,953289","0,0300286","0,00142993","0,0152526",,
1140,5,"2,74126","0,994863","2,30208","0,958313","0,0268328","0,00191663","0,0129372",,
1150,5,"2,87809","0,99496","2,29218","0,956023","0,0272467","0,00286807","0,0138623",,
1160,7,"3,07621","0,995181","2,39033","0,942063","0,0357984","0,00282619","0,0193123",,
1170,6,"3,07354","0,995204","2,33177","0,954654","0,0272076","0,00143198","0,0167064",,
1180,6,"3,03482","0,995017","2,35681","0,954198","0,0281489","0,00381679","0,0138359",,
1190,6,"2,75878","0,994569","2,2641","0,953743","0,0286123","0,00190749","0,0157368",,
1200,6,"2,59419","0,994176","2,26696","0,95648","0,0248685","0,00382592","0,0148254",,
1210,6,"2,63227","0,994179","2,26021","0,959233","0,0254197","0,0028777","0,01247",,
1220,5,2504,"0,993874","2,24114","0,953289","0,0305052","0,00142993","0,014776",,
1230,5,"2,61882","0,994365","2,21976","0,95511","0,0315186","0,00143266","0,0119389",,
1240,4,"2,35422","0,993958","2,17366","0,95511","0,025788","0,00191022","0,017192",,
1250,6,"2,31214","0,993672","2,18165","0,953289","0,0257388","0,00285987","0,0181125",,
1260,5,"2,03856","0,993437","2,06411","0,954654","0,0324582","0,00190931","0,0109785",,
1270,6,"2,1277","0,993564","2,15581","0,949668","0,0360874","0,00332384","0,0109212",,
1280,7,"1,93967","0,99309","2,06839","0,949668","0,0327635","0,00332384","0,014245",,
1290,8,"1,74948","0,992641","1,97941","0,959693","0,0268714","0,00335893","0,0100768",,
1300,9,"1,77921","0,992393","2,0453","0,956938","0,0301435","0,00191388","0,0110048",,
1310,5,"1,8831","0,992413","2,02991","0,954654","0,0286396","0,000954654","0,0157518",,
1320,6,"1,83325","0,992369","2,01822","0,962001","0,028379","0,002405","0,00721501",,
1330,6,"1,67296","0,991938","1,95383","0,952381","0,0319048","0,00285714","0,0128571",,
1340,5,"1,61568","0,991899","1,98111","0,944287","0,0401322","0,003305","0,0122757",,
1350,5,"1,49473","0,991568","1,89305","0,960615","0,03122","0,00288184","0,00528338",,
1360,6,"1,51687","0,991409","1,91589","0,953289","0,0333651","0,00238322","0,0109628",,
1370,5,"1,46577","0,991259","1,89601","0,949668","0,0327635","0,002849","0,0147198",,
1380,6,"1,42954","0,990991","1,85858","0,952381","0,0342857","0,00285714","0,0104762",,
1390,7,"1,55386","0,991013","1,92994","0,952835","0,0333492","0,00571701","0,00809909",,
1400,6,"1,59788","0,990875","1,97372","0,953743","0,0357654","0,000953743","0,00953743",,
1410,4,"1,76977","0,991079","1,98591","0,950119","0,0346793","0,00142518","0,0137767",,
1420,4,"2,0142","0,991634","2,0936","0,962927","0,0255176","0,00144439","0,0101107",,
1430,3,"1,97732","0,991316","2,04631","0,952835","0,0300143","0,0028585","0,0142925",,
1440,4,"1,90696","0,991018","2,02167","0,957396","0,0330302","0,00143609","0,00813787",,
1450,4,"1,84937","0,990535","2,02594","0,956023","0,0315488","0,00191205","0,0105163",,
1460,4,"1,93252","0,990573","2,06763","0,954654","0,026253","0,00334129","0,0157518",,
1470,3,"1,86893","0,9902","2,02205","0,951022","0,0328103","0,0042796","0,0118878",,
1480,5,"2,15658","0,991055","2,09934","0,950119","0,031829","0,00285036","0,0152019",,
1490,5,"2,35813","0,991883","2,13604","0,960615","0,0264169","0,00192123","0,0110471",,
1500,4,"2,28655","0,991329","2,14082","0,941176","0,0428235","0,00141176","0,0145882",,
1510,4,"2,41846","0,991886","2,11554","0,951475","0,0313987","0,00237869","0,0147479",,
1520,3,"2,61659","0,992161","2,16412","0,949217","0,0322734","0,00332226","0,0151875",,
1530,3,"2,73726","0,992621","2,18946","0,95057","0,0351711","0,00285171","0,0114068",,
1540,5,"2,44821","0,991332","2,09568","0,957854","0,0253831","0,000957854","0,0158046",,
1550,5,"2,13861","0,990392","2,06645","0,956023","0,0282027","0,00191205","0,0138623",,
1560,5,"2,30849","0,990977","2,11797","0,957396","0,0287219","0,00335089","0,0105314",,
1570,6,"2,33403","0,991221","2,09148","0,954654","0,0291169","0,00238663","0,0138425",,
1580,3,"2,51428","0,991675","2,19953","0,947418","0,0345808","0,000947418","0,0170535",,
1590,3,"2,49646","0,991772","2,13899","0,961538","0,0225962","0,000961538","0,0149038",,
1600,3,"2,50366","0,991698","2,17464","0,946522","0,0331283","0,00189304","0,0184572",,
1610,3,"2,41872","0,991643","2,15624","0,951475","0,0328259","0,00142721","0,0142721",,
1620,4,"2,54742","0,991916","2,11627","0,952381","0,0290476","0,0052381","0,0133333",,
1630,5,"2,45988","0,991436","2,16143","0,960615","0,0235351","0,00288184","0,0129683",,
1640,4,"2,43536","0,991205","2,16057","0,952381","0,0347619","0,000952381","0,0119048",,
1650,5,"2,78251","0,992379","2,24797","0,949217","0,0294257","0,00522069","0,0161367",,
1660,5,"2,82606","0,992609","2,28632","0,947867","0,0312796","0,000947867","0,0199052",,
1670,5,"2,96459","0,992989","2,20074","0,952835","0,0300143","0,00238209","0,0147689",,
1680,5,"3,14747","0,993446","2,21657","0,95648","0,0286944","0,00143472","0,0133907",,
1690,6,"3,22164","0,992949","2,21298","0,954654","0,0295943","0,00143198","0,0143198",,
1700,6,3179,"0,992975","2,22303","0,965717","0,0193143","0,00289715","0,0120715",,
1710,5,"3,34379","0,993255","2,27693","0,958313","0,0210829","0,000958313","0,0196454",,
1720,5,"3,39538","0,993761","2,22123","0,953743","0,0262279","0,00619933","0,0138293",,
1730,5,"3,40843","0,993357","2,25506","0,954198","0,0305344","0,0019084","0,0133588",,
1740,5,"3,30814","0,992914","2,2472","0,951928","0,0309376","0,00142789","0,0157068",,
1750,7,"3,26276","0,992178","2,2362","0,95511","0,0281757","0,00382044","0,012894",,
1760,7,"3,20752","0,992092","2,25266","0,942063","0,0357984","0,00235516","0,0197833",,
1770,7,"2,75259","0,991319","2,17775","0,95511","0,030086","0,00238777","0,0124164",,
1780,6,"2,53252","0,990945","2,11612","0,952381","0,0333333","0,00142857","0,0128571",,
1790,7,"2,20444","0,989637","2,10897","0,937647","0,0375059","0,00328176","0,0215659",,
1800,8,"2,18732","0,989125","2,10832","0,94697","0,0355114","0,00378788","0,0137311",,
1810,6,"1,99898","0,988499","2,02457","0,951022","0,0370899","0,00142653","0,0104612",,
1820,6,"2,10795","0,988591","2,05992","0,955566","0,0310559","0,00191113","0,0114668",,
1830,9,"2,20342","0,988879","2,09964","0,949668","0,031339","0,00332384","0,0156695",,
1840,8,"2,01023","0,988084","2,08464","0,958773","0,0306807","0,000958773","0,00958773",,
1850,7,"2,12759","0,988534","2,11467","0,943396","0,0358491","0,00235849","0,0183962",,
1860,6,"1,95925","0,987746","2,02206","0,95057","0,0323194","0,00237643","0,0147338",,
1870,6,"1,97204","0,987837","2,1156","0,952381","0,0314286","0,00380952","0,012381",,
1880,7,"2,22918","0,988494","2,11036","0,954654","0,0329356","0,00143198","0,0109785",,
1890,8,"2,47368","0,989155","2,16852","0,951475","0,0285442","0,00285442","0,0171265",,
1900,7,"2,31943","0,988869","2,11843","0,947867","0,0345972","0,00331754","0,014218",,
1910,6,"2,55268","0,989717","2,18907","0,949668","0,0332384","0,0014245","0,0156695",,
1920,6,"2,65196","0,989835","2,15546","0,953743","0,0329041","0,00238436","0,010968",,
1930,9,"2,49843","0,9896","2,15753","0,952835","0,0281086","0,00333492","0,0157218",,
1940,8,"2,51941","0,9894","2,13883","0,958773","0,0302013","0,00287632","0,00814957",,
1950,5,"2,49547","0,990035","2,16379","0,946522","0,0364411","0,00283956","0,0141978",,
1960,5,"2,49041","0,990538","2,14282","0,948767","0,0365275","0,000474383","0,0142315",,
1970,7,"2,51857","0,99066","2,12111","0,951928","0,0285578","0,00475964","0,0147549",,
1980,7,"2,77516","0,992427","2,23037","0,952835","0,0314435","0,00524059","0,0104812",,
1990,8,"2,79111","0,991692","2,31662","0,952381","0,0309524","0,00285714","0,0138095",,
2000,5,"2,51836","0,992047","2,12332","0,95057","0,0318441","0,00237643","0,0152091",,
2010,5,"2,6512","0,991259","2,16179","0,952381","0,0338095","0,000952381","0,0128571",,
2020,7,"2,55422","0,991737","2,15456","0,948767","0,0365275","0,0028463","0,0118596",,
2030,5,"2,71167","0,991599","2,18417","0,957396","0,0287219","0,00239349","0,0114888",,
2040,5,"3,00288","0,991398","2,17288","0,955566","0,032967","0,000955566","0,0105112",,
2050,6,"3,01224","0,991419","2,22602","0,951022","0,0304327","0,00190204","0,0166429",,
2060,6,"3,01927","0,991776","2,18218","0,954198","0,0267176","0,0028626","0,0162214",,
2070,6,"3,05976","0,992254","2,26228","0,951928","0,0285578","0,00285578","0,0166587",,
2080,7,"3,13486","0,992549","2,26132","0,951928","0,0337934","0,00142789","0,012851",,
2090,8,"3,04599","0,991336","2,22283","0,961538","0,0240385","0,00240385","0,0120192",,
2100,6,3008,"0,99113",2298,"0,954654","0,0295943","0,00429594","0,0114558",,
2110,6,"3,08295","0,990387","2,19709","0,959693","0,0235125","0,00143954","0,0153551",,
2120,6,"3,30489","0,991216","2,25961","0,962927","0,0255176","0,00288878","0,00866635",,
2130,6,"3,23314","0,990006","2,27571","0,950119","0,0294537","0,0023753","0,0180523",,
2140,6,"3,44141","0,990895","2,27026","0,951928","0,0280819","0,00190386","0,0180866",,
2150,6,"3,71701","0,991927","2,29211","0,95057","0,0280418","0,00380228","0,0175856",,
2160,7,3458,"0,991529","2,26395","0,951928","0,0295098","0,00237982","0,0161828",,
2170,7,"3,44532","0,991248","2,29205","0,954198","0,0267176","0,0023855","0,0166985",,
2180,9,"3,40478","0,992285","2,25897","0,953743","0,0247973","0,0033381","0,0181211",,
2190,6,"3,34711","0,992977","2,24418","0,957396","0,0268071","0,00287219","0,0129248",,
2200,5,"3,31541","0,99221","2,26239","0,953743","0,0257511","0,00190749","0,018598",,
2210,6,"3,29845","0,991887","2,26204","0,95648","0,025825","0,0023912","0,0153037",,
2220,6,"3,23324","0,991948","2,25871","0,955566","0,0258003","0,0028667","0,0157668",,
2230,5,"3,23937","0,993032","2,19406","0,962001","0,025493","0,001924","0,010582",,
2240,5,"3,08404","0,994234","2,21668","0,949217","0,0322734","0,00427148","0,0142383",,
2250,5,"2,92181","0,994658","2,24054","0,954198","0,0319656","0,0014313","0,0124046",,
2260,6,"2,85305","0,994767","2,23286","0,954654","0,0267303","0,00286396","0,0157518",,
2270,7,3069,"0,994544","2,27854","0,952835","0,0352549","0,000952835","0,0109576",,
2280,5,"3,1061","0,994754","2,2463","0,959693","0,0244722","0,00143954","0,0143954",,
2290,5,"2,9455","0,995285","2,22654","0,953743","0,0300429","0,00286123","0,0133524",,
2300,6,"3,04263","0,996327","2,26241","0,95057","0,0327947","0,003327","0,013308",,
2310,5,"2,92067","0,996814","2,21796","0,947867","0,035545","0,000947867","0,0156398",,
2320,6,"3,01956","0,997027","2,2288","0,963391","0,0231214","0,00240848","0,011079",,
2330,5,"2,91596","0,997158","2,21832","0,946074","0,0364238","0,00283822","0,0146641",,
2340,7,"2,91978","0,99723","2,29231","0,94697","0,0350379","0,00473485","0,0132576",,
2350,5,"2,91172","0,997522","2,22841","0,963855","0,0250602","0,00192771","0,00915663",,
2360,5,"2,77693","0,997321","2,29735","0,947418","0,0341071","0,00331596","0,0151587",,
2370,5,"2,60955","0,997376","2,20223","0,958313","0,0297077","0,00287494","0,00910398",,
2380,4,"2,48544","0,997554","2,24915","0,951022","0,0337613","0,00190204","0,0133143",,
2390,6,"2,63857","0,997266","2,20664","0,951022","0,0299572","0,00332858","0,0156919",,
2400,6,"2,59045","0,997319","2,19938","0,952381","0,0290476","0,00285714","0,0157143",,
2410,6,"2,48966","0,997274","2,17345","0,963391","0,0231214","0,000481696","0,0130058",,
2420,6,"2,71594","0,996616","2,24061","0,939408","0,0371066","0,00375763","0,0197276",,
2430,7,"2,73249","0,996386","2,17656","0,944733","0,0307038","0,00188947","0,0226736",,
2440,6,"2,63334","0,996602","2,18047","0,959233","0,0297362","0,00143885","0,00959233",,
2450,5,"2,82585","0,996109","2,17839","0,961538",25,"0,00192308","0,0115385",,
2460,5,"2,90285","0,996518","2,23593","0,95648","0,0291726","0,00191296","0,0124342",,
2470,4,"2,61266","0,996541","2,16726","0,951022","0,0318592","0,00332858","0,0137898",,
2480,6,"2,78788","0,996249","2,18594","0,956023","0,0258126","0,00286807","0,0152964",,
2490,5,"2,61688","0,996239","2,19372","0,948767","0,0365275","0,000474383","0,0142315",,
2500,6,2709,"0,995979","2,17006","0,956023","0,0267686","0,00382409","0,0133843",,
2510,5,"2,81515","0,995523","2,13424","0,956023","0,0286807","0,00191205","0,0133843",,
2520,4,"3,05469","0,995426","2,17979","0,958773","0,0263663","0,00287632","0,0119847",,
2530,4,"3,21728","0,995539","2,23657","0,950119","0,0280285","0,0023753","0,0194774",,
2540,4,"3,23415","0,9958","2,21809","0,956938","0,023445","0,000956938","0,0186603",,
2550,4,"3,36403","0,99615","2,22389","0,962927","0,0255176","0,000481464","0,0110737",,
2560,4,"3,1849","0,996208","2,2094","0,953743","0,0314735","0,00238436","0,0123987",,
2570,4,"3,20538","0,996057","2,18664","0,953289","0,0300286","0,00190658","0,014776",,
2580,4,"3,31412","0,99659","2,22755","0,954654","0,0291169","0,00238663","0,0138425",,
2590,4,"3,47042","0,996073","2,28857","0,945626","0,03026","0,00236407","0,0217494",,
2600,4,"3,50537","0,995787","2,2438","0,959233","0,0254197","0,00191847","0,0134293",,
2610,4,"3,63343","0,995361","2,26126","0,949217","0,0322734","0,00142383","0,0170859",,
2620,4,"3,54809","0,995126","2,21049","0,95648","0,0277379","0,00143472","0,0143472",,
2630,6,"3,82621","0,994314","2,24858","0,954654","0,0291169","0,00143198","0,0147971",,
2640,4,"3,78145","0,993292","2,26129","0,951475","0,0275928","0,00428164","0,0166508",,
2650,4,"3,73918","0,992611","2,32901","0,949217","0,0322734","0,00189843","0,0166113",,
2660,4,"3,65109","0,993028","2,33037","0,951475","0,0299715","0,00237869","0,0161751",,
2670,4,"3,74809","0,992435","2,22501","0,952381","0,0357143","0,00142857","0,0104762",,
2680,6,"3,70319","0,991771","2,2691","0,952381","0,0314286","0,00047619","0,0157143",,
2690,5,"3,54388","0,990715","2,24426","0,951928","0,0314136","0,00190386","0,0147549",,
2700,4,"3,10376","0,98871","2,17337","0,956023","0,0286807","0,00382409","0,0114723",,
2710,4,"3,33886","0,989535","2,22496","0,959233","0,0278177","0,00335731","0,00959233",,
2720,5,"3,31401","0,989501","2,26631","0,951475","0,0256898","0,0038059","0,0190295",,
2730,6,"3,43185","0,990241","2,2545","0,948767","0,0355787","0,00332068","0,012334",,
2740,4,"3,23767","0,989372","2,25014","0,95057","0,0289924","0,00285171","0,0175856",,
2750,4,"3,17568","0,989034","2,25761","0,958313","0,0253953","0,00287494","0,0134164",,
2760,4,"3,0428","0,988787","2,24115","0,95511","0,030086","0,00143266","0,0133715",,
2770,4,"3,12896","0,989683","2,30666","0,947867","0,0270142","0,00331754","0,0218009",,
2780,4,"3,10286","0,989563","2,2814","0,949217","0,0303749","0,00332226","0,0170859",,
2790,4,"3,00586","0,989399","2,23424","0,948767","0,0317837","0,00379507","0,0156546",,
2800,4,"2,94949","0,988658","2,21891","0,956023","0,0253346","0,00334608","0,0152964",,
2810,5,"2,95316","0,988083","2,25824","0,951928","0,0276059","0,00333175","0,0171347",,
2820,5,"3,07443","0,988938","2,25784","0,947418","0,0312648","0,00189484","0,0194221",,
2830,5,"3,06124","0,989517","2,20498","0,958773","0,0278044","0,00143816","0,0119847",,
2840,5,"3,01005","0,989326","2,1685","0,961538","0,0240385","0,00192308","0,0125",,
2850,4,"3,01069","0,988863","2,16432","0,953289","0,0338418","0,00333651","0,00953289",,
2860,4,"2,99523","0,988508","2,20408","0,952381","0,0261905","0,00428571","0,0171429",,
2870,5,"2,95453","0,98799","2,22204","0,948317","0,0275012","0,00284495","0,0213371",,
2880,4,"2,97369","0,988694","2,1881","0,957854","0,0282567",0,"0,0138889",,
2890,3,"2,88624","0,988278","2,20473","0,956938","0,0253589","0,00382775","0,0138756",,
2900,3,"2,91393","0,988389","2,21949","0,952381","0,0333333","0,00190476","0,012381",,
2910,6,"2,96144","0,987929","2,23364","0,951475","0,0280685","0,00285442","0,0176023",,
2920,4,"2,8561","0,987115","2,19712","0,952381","0,0338095","0,00047619","0,0133333",,
2930,4,"2,89159","0,986696","2,28377","0,956938","0,0244019","0,00191388","0,0167464",,
2940,4,"2,9127","0,987268","2,26872","0,958313","0,0273119","0,00143747","0,0129372",,
2950,5,"2,75528","0,987315","2,2186","0,943841","0,0344502","0,00141576","0,0202926",,
2960,6,"2,9187","0,987882","2,24432","0,952381","0,0319048","0,00142857","0,0142857",,
2970,9,"2,84185","0,987881","2,19514","0,948767","0,0317837","0,00189753","0,0175522",,
2980,9,"2,87525","0,986229","2,23861","0,957854","0,0277778","0,00143678","0,012931",,
2990,8,"2,68602","0,984782","2,17","0,956023","0,0262906","0,00143403","0,0162524",,
3000,7,"2,65486","0,984571","2,19799","0,942951","0,0363036","0,00471476","0,0160302",,
3010,7,"2,57256","0,98382","2,17502","0,95057","0,029943","0,00237643","0,0171103",,
3020,7,"2,41558","0,982589","2,16518","0,958313","0,024437","0,00239578","0,0148539",,
3030,7,"2,38089","0,982084","2,13266","0,942063","0,0325012","0,00329722","0,0221385",,
3040,6,"2,45788","0,982504","2,33852","0,957396","0,025371","0,00191479","0,0153183",,
