Generation number	Total number of allele	Diversity	Activity	Time	Fertility rate	2 DSB on one site rate	No DSB rate	No symmetrical sites (binding + DSB) rate	q
8420	4	1.67355	0.708445	1.7483	0.967118	0	0.00145068	0.0314313	0.833144
8430	3	1.72794	0.706659	1.72299	0.965251	0	0.0019305	0.0328185	0.820162
8440	3	1.55803	0.699979	1.67709	0.961076	0	0.00336377	0.0355598	0.822901
8450	4	1.48406	0.691087	1.60462	0.958313	0	0.00431241	0.0373742	0.800284
8460	3	1.54404	0.692668	1.65695	0.951475	0	0.00285442	0.0456708	0.814845
8470	3	1.43686	0.678845	1.56796	0.954198	0	0.00333969	0.0424618	0.802742
8480	3	1.40634	0.669104	1.49599	0.956938	0	0.00287081	0.0401914	0.79374
8490	4	1.60278	0.671687	1.64283	0.956023	0	0.00191205	0.042065	0.77375
8500	5	1.68827	0.661956	1.59871	0.957396	0	0.00287219	0.0397319	0.782307
8510	7	1.79465	0.661596	1.6978	0.957396	0	0.00239349	0.0402106	0.785744
8520	6	1.96721	0.661679	1.73467	0.958773	0	0.00383509	0.0373921	0.788591
8530	7	2.22217	0.669378	1.82078	0.952381	0	0.000952381	0.0466667	0.812074
8540	6	2.39993	0.687364	1.91923	0.960615	0	0.000960615	0.0384246	0.822154
8550	6	2.49453	0.683323	1.85842	0.962927	0	0.00240732	0.0346654	0.830429
8560	7	2.91547	0.709921	1.9971	0.960615	0	0.00288184	0.0365034	0.844358
8570	5	3.15684	0.727656	1.99474	0.962927	0	0.00337025	0.0337025	0.870874
8580	6	3.41866	0.719006	2.0356	0.963391	0	0.00337187	0.033237	0.858942
8590	5	3.66215	0.747666	2.10066	0.970403	0	0.00339641	0.0262009	0.894785
8600	6	3.82042	0.749656	2.10378	0.967586	0	0.000967586	0.0314465	0.879893
8610	6	3.61576	0.749125	2.07148	0.967118	0	0.00290135	0.0299807	0.887394
8620	6	3.47943	0.77304	2.09611	0.97371	0	0.00146056	0.0248296	0.912807
8630	5	3.74195	0.784011	2.10412	0.975134	0	0.00341297	0.0214529	0.912453
8640	5	3.72942	0.798154	2.21514	0.97371	0	0.00146056	0.0248296	0.929309
8650	6	3.96539	0.793741	2.2106	0.975134	0	0.00243784	0.0224281	0.930183
8660	5	3.48258	0.810563	2.23782	0.97371	0	0.00438169	0.0219085	0.934953
8670	6	3.37789	0.81299	2.16794	0.979432	0	0.00195886	0.0186092	0.94256
8680	6	3.3502	0.813872	2.22576	0.977517	0	0.000977517	0.0215054	0.94303
8690	6	3.23706	0.813585	2.19705	0.976086	0	0.000488043	0.0234261	0.930801
8700	8	3.29023	0.805343	2.19466	0.97371	0	0.00389484	0.0223953	0.932324
8710	8	3.28775	0.800316	2.15686	0.974659	0	0.00243665	0.0229045	0.91896
8720	8	3.32842	0.806118	2.1648	0.97561	0	0.00243902	0.0219512	0.918573
8730	9	3.19003	0.810339	2.15634	0.97704	0	0.00146556	0.0214949	0.933379
8740	9	3.53459	0.815058	2.19152	0.979912	0	0.00195982	0.0181284	0.935331
8750	9	3.46278	0.814491	2.19879	0.974184	0	0.00243546	0.0233804	0.934198
8760	8	3.79376	0.823257	2.29097	0.977995	0	0.00586797	0.0161369	0.942164
8770	7	3.78311	0.822426	2.24506	0.983284	0	0.00147493	0.0152409	0.935317
8780	7	3.29802	0.831505	2.22218	0.97561	0	0.00292683	0.0214634	0.942888
8790	8	3.23877	0.832299	2.22822	0.974184	0	0.00243546	0.0233804	0.944965
8800	8	3.698	0.827232	2.26866	0.977995	0	0.00195599	0.0200489	0.946
8810	10	3.43878	0.824756	2.21643	0.981354	0	0.000981354	0.0176644	0.920924
8820	10	3.3238	0.823043	2.12949	0.980392	0	0.000490196	0.0191176	0.933909
8830	10	3.44701	0.816581	2.21069	0.984252	0	0.000984252	0.0147638	0.923611
8840	11	3.64165	0.813497	2.23657	0.975134	0	0.00341297	0.0214529	0.921101
8850	9	3.67613	0.820771	2.25302	0.980873	0	0.00196175	0.0171653	0.930705
8860	9	4.13101	0.824533	2.35259	0.97704	0	0.0024426	0.0205178	0.941543
8870	10	4.20007	0.815709	2.28901	0.982318	0	0.000982318	0.0166994	0.928874
8880	10	4.172	0.812542	2.3346	0.976086	0	0.0034163	0.0204978	0.932354
8890	8	3.85984	0.812212	2.29586	0.979432	0	0.00489716	0.0156709	0.933916
8900	8	3.80983	0.80843	2.26904	0.97561	0	0.00292683	0.0214634	0.94507
8910	6	3.6363	0.807321	2.21034	0.974659	0	0.00487329	0.0204678	0.932234
